iter	Logloss
199	0.3326540772
200	0.3323510672
201	0.3321186867
202	0.3319150902
203	0.3316358322
204	0.3312717893
205	0.3310522725
206	0.3306522743
207	0.3303515627
208	0.3300596926
209	0.3298603709
210	0.3296290002
211	0.3293993551
212	0.3289714955
213	0.3287320308
214	0.3284275691
215	0.328027621
216	0.3277516523
217	0.3274751025
218	0.3272554948
219	0.3269714751
220	0.3267988902
221	0.3265090669
222	0.3262188581
223	0.3260168205
224	0.3256188271
225	0.3253107342
226	0.3250165181
227	0.3246525103
228	0.3243535519
229	0.3241781476
230	0.3240050402
231	0.3237417625
232	0.3235595015
233	0.3232792124
234	0.3230074169
235	0.3228484509
236	0.3225164898
237	0.3222590484
238	0.3220571648
239	0.3219183617
240	0.3217640326
241	0.3214582166
242	0.3213151484
243	0.3209905652
244	0.3207087238
245	0.3203092399
246	0.3198886475
247	0.3196481428
248	0.319382681
249	0.3190898738
250	0.3187567734
251	0.3185106429
252	0.3180302752
253	0.3176593432
254	0.3172946252
255	0.3170502702
256	0.3168278437
257	0.3165671215
258	0.3161937966
259	0.3159196231
260	0.3157933588
261	0.3155491623
262	0.3153271192
263	0.3151083833
264	0.3147537
265	0.3145076076
266	0.3142573808
267	0.3140670777
268	0.3139692314
269	0.3136940021
270	0.3134712455
271	0.3131840586
272	0.3130055163
273	0.3127834071
274	0.31267946
275	0.3124166065
276	0.3120736453
277	0.3117608818
278	0.3115517832
279	0.3114176494
280	0.3111888874
281	0.3108989585
282	0.3105707873
283	0.3104716078
284	0.3101902683
285	0.3098439384
286	0.3095671516
287	0.3093714344
288	0.3090714652
289	0.3088642269
290	0.308643979
291	0.3084481858
292	0.3083265756
293	0.3081034107
294	0.3077997283
295	0.3075828207
296	0.3072819327
297	0.306972166
298	0.3067446799
299	0.306552111
300	0.3063984717
301	0.3062009034
302	0.3061099493
303	0.3058452045
304	0.3056848111
305	0.3053688697
306	0.3051903093
307	0.3050332394
308	0.3047212395
309	0.3044866158
310	0.304168535
311	0.3038311277
312	0.3035974686
313	0.3033975476
314	0.3031751627
315	0.3029048561
316	0.3027073659
317	0.3024970459
318	0.3022260252
319	0.3019445323
320	0.3017225523
321	0.3014470236
322	0.3012559777
323	0.3009363597
324	0.3006364364
325	0.3003716266
326	0.300200152
327	0.2999188772
328	0.2996835755
329	0.29941322
330	0.2993282465
331	0.2991855295
332	0.2989224014
333	0.2988423533
334	0.2986721228
335	0.298487982
336	0.2982827819
337	0.2980722563
338	0.2979517149
339	0.2977713228
340	0.2975602256
341	0.2974851717
342	0.2971603981
343	0.2968571001
344	0.2967019626
345	0.2964820998
346	0.2962033146
347	0.2960318909
348	0.2958721714
349	0.2956626268
350	0.295484633
351	0.2952819893
352	0.2950684704
353	0.2948142874
354	0.2944969095
355	0.29433735
356	0.2941750009
357	0.2940068127
358	0.2938079199
359	0.2936041844
360	0.2934172495
361	0.2931484061
362	0.292947213
363	0.2926449009
364	0.2924620457
365	0.292224512
366	0.2921101497
367	0.2919306283
368	0.2918608022
369	0.2917069366
370	0.2914647221
371	0.2912432315
372	0.2910791107
373	0.2909821846
374	0.2907478801
375	0.2905299038
376	0.2903509476
377	0.2901413703
378	0.2900813618
379	0.2898562036
380	0.2896884157
381	0.289534884
382	0.289270356
383	0.289128866
384	0.2889956813
385	0.288914707
386	0.2887180779
387	0.2885412064
388	0.288361793
389	0.2882018698
390	0.2881072283
391	0.2877232037
392	0.2875008368
393	0.2873336106
394	0.2871019101
395	0.2869621813
396	0.2868617341
397	0.2866954748
398	0.2864974239
399	0.2864369525
400	0.2861631402
401	0.2859689242
402	0.2858314448
403	0.2856919591
404	0.2854002187
405	0.2851892586
406	0.2850246512
407	0.2848530649
408	0.2845414214
409	0.28429491
410	0.2841767246
411	0.2841140087
412	0.2839305469
413	0.2837623046
414	0.2835180601
415	0.2832349612
416	0.283076758
417	0.2828674637
418	0.2826455495
419	0.2824497073
420	0.2821978027
421	0.2820255582
422	0.2818361217
423	0.2815598598
424	0.281314754
425	0.2811889928
426	0.2809652717
427	0.2807672061
428	0.2805421313
429	0.280318712
430	0.2802636574
431	0.2799969849
432	0.2798470783
433	0.2796883925
434	0.2795569833
435	0.2793464905
436	0.2791382773
437	0.2790352243
438	0.2788954728
439	0.2787719573
440	0.2785612986
441	0.2783807931
442	0.2783243356
443	0.2781547156
444	0.2779817299
445	0.2779281395
446	0.2778058314
447	0.2775894124
448	0.2774503251
449	0.2772286862
450	0.2769859939
451	0.2767322576
452	0.2765303635
453	0.276274144
454	0.2760998504
455	0.2759616582
456	0.2757851271
457	0.2756208398
458	0.2754898849
459	0.2752117174
460	0.2750026623
461	0.2748598072
462	0.2747116528
463	0.2745303171
464	0.2743607057
465	0.2742338988
466	0.2740252298
467	0.2738712309
468	0.2736423193
469	0.2735458869
470	0.2734472947
471	0.273369184
472	0.2731520465
473	0.272969662
474	0.2727569945
475	0.2725823965
476	0.2724931864
477	0.2723130316
478	0.2720911719
479	0.2718481339
480	0.2717957336
481	0.2715430847
482	0.2713904722
483	0.2712022424
484	0.2710627518
485	0.2708578444
486	0.2705306224
487	0.2704161964
488	0.2702206182
489	0.2700449351
490	0.2699064952
491	0.2697773806
492	0.2696483195
493	0.2694003901
494	0.2692825482
495	0.2691284395
496	0.2689031239
497	0.2687482591
498	0.2686755329
499	0.2685656275
500	0.2684198909
501	0.2683417161
502	0.2683107928
503	0.2679704366
504	0.2678508536
505	0.2676847157
506	0.2674700579
507	0.2673841397
508	0.2670408098
509	0.2668604923
510	0.2666428005
511	0.2665037525
512	0.2663358178
513	0.2661093493
514	0.2658845093
515	0.2657415426
516	0.2656089529
517	0.2654166966
518	0.2652545841
519	0.2651884808
520	0.2650716951
521	0.2648652317
522	0.2648383625
523	0.2646960154
524	0.264541624
525	0.264426617
526	0.2642537053
527	0.2640725663
528	0.263862025
529	0.2636928777
530	0.2635008611
531	0.2633680584
532	0.2631649078
533	0.2630334951
534	0.2628808027
535	0.2626871996
536	0.2625600401
537	0.2624386545
538	0.2622869637
539	0.2621369333
540	0.2619289307
541	0.261680006
542	0.2613718352
543	0.2611641164
544	0.2609907945
545	0.2607299107
546	0.260532908
547	0.2603338954
548	0.260192917
549	0.2599520256
550	0.2598501177
551	0.2595447991
552	0.2593358247
553	0.2591280405
554	0.2589187676
555	0.2587588323
556	0.2585738438
557	0.2584234861
558	0.2582035484
559	0.2580476565
560	0.2579827836
561	0.257827389
562	0.2577417591
563	0.2576100094
564	0.2573699101
565	0.2572894745
566	0.2570292566
567	0.2568279061
568	0.25670444
569	0.2565858491
570	0.2564006322
571	0.256232548
572	0.2561197636
573	0.2559839672
574	0.2558296527
575	0.2556411926
576	0.2554349852
577	0.2552001573
578	0.2551442122
579	0.2550090162
580	0.2547568169
581	0.2546034679
582	0.2545774294
583	0.2544382103
584	0.2542724928
585	0.2541491823
586	0.2540394825
587	0.2539474801
588	0.2538124612
589	0.2536292655
590	0.2534795509
591	0.2533269755
592	0.2531516643
593	0.2530910265
594	0.2529285844
595	0.2527130024
596	0.2526942736
597	0.2525032406
598	0.2524350724
599	0.2522623786
600	0.2522279381
601	0.2521723813
602	0.252093182
603	0.2519287036
604	0.2517377144
605	0.2516704202
606	0.2516078796
607	0.2514350112
608	0.2513151481
609	0.25108993
610	0.2509572611
611	0.2508735604
612	0.250772295
613	0.2507357442
614	0.2506398376
615	0.2504311031
616	0.250258142
617	0.2501154382
618	0.2499965707
619	0.249828793
620	0.2496278906
621	0.2494505066
622	0.2492588473
623	0.2491496573
624	0.2490780621
625	0.2489051958
626	0.248715858
627	0.2486084596
628	0.2485369475
629	0.2483971682
630	0.2483468413
631	0.2483155694
632	0.2481276765
633	0.2480814297
634	0.2480008686
635	0.2479364631
636	0.2477660686
637	0.2477374605
638	0.247524793
639	0.2473527699
640	0.2471910171
641	0.2469850772
642	0.2468306979
643	0.2467112605
644	0.24664809
645	0.2465538975
646	0.2464366684
647	0.2461805016
648	0.2460318265
649	0.245945206
650	0.2458682795
651	0.245694977
652	0.2455694011
653	0.2454669997
654	0.2453531132
655	0.2452904996
656	0.245104534
657	0.2450302107
658	0.2449072812
659	0.2447560577
660	0.2445670957
661	0.2444052656
662	0.244327548
663	0.2442335631
664	0.2440744188
665	0.243956844
666	0.243787151
667	0.2436313351
668	0.2435301815
669	0.2433658334
670	0.2432052984
671	0.24296627
672	0.2428971308
673	0.2428644417
674	0.2426792048
675	0.2425399254
676	0.2424181955
677	0.2422223131
678	0.2420091952
679	0.2418296803
680	0.241696516
681	0.2415682109
682	0.2414134332
683	0.241217485
684	0.2410927903
685	0.2409086195
686	0.2408111705
687	0.2405605845
688	0.2404458428
689	0.2403130889
690	0.2401293607
691	0.2400371337
692	0.2399583334
693	0.2398075124
694	0.2396455018
695	0.2395315967
696	0.239390099
697	0.2393125437
698	0.2392069392
699	0.2391568985
700	0.2390136313
701	0.2389216228
702	0.2388355053
703	0.238701182
704	0.238535722
705	0.2384300979
706	0.2383492821
707	0.2382455648
708	0.2381528524
709	0.2379531121
710	0.2378504843
711	0.2376677963
712	0.2376023467
713	0.2374262817
714	0.2373259583
715	0.2370292195
716	0.2368906865
717	0.2368631645
718	0.2367031363
719	0.2365591961
720	0.2364446088
721	0.2363667552
722	0.2362875723
723	0.2362503332
724	0.236104936
725	0.2359981586
726	0.2358450957
727	0.2357535606
728	0.2355526215
729	0.2354332915
730	0.2352050195
731	0.2351542337
732	0.2350793752
733	0.2348888336
734	0.2348715187
735	0.2346664051
736	0.2345781037
737	0.2344165329
738	0.2342516022
739	0.2341416129
740	0.2340024506
741	0.2337903671
742	0.2337669536
743	0.2336712078
744	0.2335839727
745	0.2335442799
746	0.2334168407
747	0.2332325614
748	0.2331401106
749	0.2330687824
750	0.2329246935
751	0.2327877685
752	0.2327098217
753	0.2325500525
754	0.2324111426
755	0.232180975
756	0.2320295934
757	0.2319831574
758	0.2318887845
759	0.2317520511
760	0.231710608
761	0.2316852369
762	0.231648089
763	0.2315926475
764	0.2314508436
765	0.2312712204
766	0.2311141878
767	0.230981335
768	0.2308340588
769	0.230778869
770	0.2306494647
771	0.2305832791
772	0.2304402641
773	0.230322829
774	0.2301575808
775	0.2299853519
776	0.2298798539
777	0.2297627443
778	0.2297319683
779	0.2296095059
780	0.2295687553
781	0.2294647324
782	0.2292218071
783	0.229097965
784	0.2290240278
785	0.2290007217
786	0.2287803403
787	0.2287114283
788	0.2285901905
789	0.2283535187
790	0.2281816284
791	0.22808514
792	0.2279117031
793	0.2278035752
794	0.2277552503
795	0.227629066
796	0.2274380414
797	0.2272786333
798	0.2271377537
799	0.2270602668
800	0.2268872611
801	0.2268208672
802	0.2267505799
803	0.2267140334
804	0.2266883804
805	0.226538685
806	0.2263391555
807	0.2262087649
808	0.2260409108
809	0.225986231
810	0.2258512487
811	0.2256935632
812	0.2255428651
813	0.2252336416
814	0.2251240941
815	0.2248790375
816	0.2247516472
817	0.2246097888
818	0.2243693693
819	0.2242050869
820	0.2239608539
821	0.2238325812
822	0.2236737124
823	0.223629963
824	0.2234266223
825	0.2233355984
826	0.2233129401
827	0.2232356876
828	0.2230551431
829	0.2228472776
830	0.222654482
831	0.2224733217
832	0.2223460071
833	0.2222470843
834	0.2221757239
835	0.2219749947
836	0.2219548794
837	0.2219179707
838	0.2218305582
839	0.2217441494
840	0.2216059706
841	0.2213914266
842	0.2212608617
843	0.221106495
844	0.2209641328
845	0.2207423414
846	0.2205415475
847	0.2204405928
848	0.2203749763
849	0.2202621823
850	0.2202067186
851	0.2200907751
852	0.219964005
853	0.2198328033
854	0.2196558233
855	0.2195422492
856	0.219420384
857	0.2192988177
858	0.2191794543
859	0.2190716648
860	0.2189653611
861	0.218868332
862	0.2188335693
863	0.2187309066
864	0.2185600452
865	0.2184690263
866	0.2183001205
867	0.2181688543
868	0.2181438171
869	0.2180163292
870	0.2179756227
871	0.2178879329
872	0.2178074716
873	0.2176258105
874	0.2175527219
875	0.217396633
876	0.2172839422
877	0.2171397693
878	0.2170341207
879	0.2168681125
880	0.2167902201
881	0.2166760628
882	0.2165553912
883	0.216425113
884	0.2163172624
885	0.2161648994
886	0.2159966178
887	0.2158946455
888	0.2157487101
889	0.215599734
890	0.215424693
891	0.2153721133
892	0.2153066948
893	0.2152889232
894	0.2151931608
895	0.2151026017
896	0.2149427284
897	0.2147802725
898	0.2147038193
899	0.2145205643
900	0.2144573923
901	0.214349966
902	0.2141987596
903	0.2141116587
904	0.2139812763
905	0.2139502894
906	0.2137419189
907	0.2137182185
908	0.2136993148
909	0.213503269
910	0.2134416554
911	0.213433864
912	0.2133543791
913	0.2131469264
914	0.2130031786
915	0.2128686526
916	0.2128479875
917	0.2127374334
918	0.2126376291
919	0.212563009
920	0.212550162
921	0.2124836907
922	0.2123748609
923	0.2122598195
924	0.2121468842
925	0.212033855
926	0.2119063016
927	0.2117256549
928	0.2116477697
929	0.2116123299
930	0.211493902
931	0.2114291455
932	0.2113125939
933	0.2112535013
934	0.2111704535
935	0.2110676257
936	0.2110490439
937	0.2108425402
938	0.2106961065
939	0.2105849437
940	0.2104947537
941	0.2103782162
942	0.210334772
943	0.2101599738
944	0.2101040632
945	0.2100206757
946	0.2099223257
947	0.2099107789
948	0.2098323256
949	0.2097711831
950	0.2096766204
951	0.2096046865
952	0.2095634456
953	0.2094280879
954	0.2093412507
955	0.2092354313
956	0.2091521216
957	0.2090965207
958	0.2090895994
959	0.2089606979
960	0.2088587008
961	0.2087292342
962	0.2086233544
963	0.208545553
964	0.2085125681
965	0.2084422076
966	0.2083475004
967	0.208261448
968	0.2081907986
969	0.2080360245
970	0.2078984407
971	0.2078680134
972	0.2077697117
973	0.2076454099
974	0.2074232951
975	0.2073614123
976	0.2073220291
977	0.2072179485
978	0.2071392101
979	0.2069760999
980	0.2068913667
981	0.2067928164
982	0.2066725667
983	0.2065624139
984	0.2065316416
985	0.2065179443
986	0.2063678211
987	0.2061664749
988	0.2060466051
989	0.2060023434
990	0.2059085309
991	0.2057720317
992	0.2055932771
993	0.2054979748
994	0.2053869751
995	0.2053118895
996	0.2052911657
997	0.2052288708
998	0.2051805266
999	0.2050876219
